root@lamp-ubuntu-s-1vcpu-1gb-tor1-01:~# tcpdump -i eth0 tcp
tcpdump: verbose output suppressed, use -v or -vv for full protocol decode
listening on eth0, link-type EN10MB (Ethernet), capture size 262144 bytes
21:45:30.367581 IP 143.110.223.72.ssh > cpe9050ca275d83-cm9050ca275d80.cpe.net.cable.rogers.com.64819: Flags [P.], seq 940315919:940316027, ack 3305456775, win 501, length 108
21:45:30.611473 IP 143.110.223.72.ssh > cpe9050ca275d83-cm9050ca275d80.cpe.net.cable.rogers.com.64819: Flags [P.], seq 87372:87568, ack 37, win 501, length 196
21:45:30.611613 IP 143.110.223.72.ssh > cpe9050ca275d83-cm9050ca275d80.cpe.net.cable.rogers.com.64819: Flags [P.], seq 87568:87764, ack 37, win 501, length 196
21:45:30.611692 IP cpe9050ca275d83-cm9050ca275d80.cpe.net.cable.rogers.com.64819 > 143.110.223.72.ssh: Flags [.], ack 67092, win 3091, length 0
21:45:30.611729 IP cpe9050ca275d83-cm9050ca275d80.cpe.net.cable.rogers.com.64819 > 143.110.223.72.ssh: Flags [.], ack 68268, win 3086, length 0
21:45:30.611866 IP 143.110.223.72.ssh > cpe9050ca275d83-cm9050ca275d80.cpe.net.cable.rogers.com.64819: Flags [P.], seq 87764:88256, ack 37, win 501, length 492
21:45:30.612011 IP 143.110.223.72.ssh > cpe9050ca275d83-cm9050ca275d80.cpe.net.cable.rogers.com.64819: Flags [P.], seq 88256:88452, ack 37, win 501, length 196
21:45:30.612144 IP 143.110.223.72.ssh > cpe9050ca275d83-cm9050ca275d80.cpe.net.cable.rogers.com.64819: Flags [P.], seq 88452:88648, ack 37, win 501, length 196
21:45:30.612276 IP 143.110.223.72.ssh > cpe9050ca275d83-cm9050ca275d80.cpe.net.cable.rogers.com.64819: Flags [P.], seq 88648:88844, ack 37, win 501, length 196
21:45:30.612480 IP cpe9050ca275d83-cm9050ca275d80.cpe.net.cable.rogers.com.64819 > 143.110.223.72.ssh: Flags [.], ack 70964, win 3091, length 0
21:45:30.612517 IP cpe9050ca275d83-cm9050ca275d80.cpe.net.cable.rogers.com.64819 > 143.110.223.72.ssh: Flags [.], ack 71944, win 3087, length 0
21:45:30.612634 IP 143.110.223.72.ssh > cpe9050ca275d83-cm9050ca275d80.cpe.net.cable.rogers.com.64819: Flags [P.], seq 88844:89040, ack 37, win 501, length 196
21:45:30.612777 IP 143.110.223.72.ssh > cpe9050ca275d83-cm9050ca275d80.cpe.net.cable.rogers.com.64819: Flags [P.], seq 89040:89364, ack 37, win 501, length 324
21:45:30.612846 IP 143.110.223.72.ssh > cpe9050ca275d83-cm9050ca275d80.cpe.net.cable.rogers.com.64819: Flags [P.], seq 89364:89560, ack 37, win 501, length 196
21:45:30.613152 IP 143.110.223.72.ssh > cpe9050ca275d83-cm9050ca275d80.cpe.net.cable.rogers.com.64819: Flags [P.], seq 89560:89916, ack 37, win 501, length 356
21:45:30.613283 IP 143.110.223.72.ssh > cpe9050ca275d83-cm9050ca275d80.cpe.net.cable.rogers.com.64819: Flags [P.], seq 89916:90112, ack 37, win 501, length 196
21:45:30.613406 IP 143.110.223.72.ssh > cpe9050ca275d83-cm9050ca275d80.cpe.net.cable.rogers.com.64819: Flags [P.], seq 90112:90308, ack 37, win 501, length 196
21:45:30.613538 IP 143.110.223.72.ssh > cpe9050ca275d83-cm9050ca275d80.cpe.net.cable.rogers.com.64819: Flags [P.], seq 90308:90504, ack 37, win 501, length 196
21:45:30.613661 IP 143.110.223.72.ssh > cpe9050ca275d83-cm9050ca275d80.cpe.net.cable.rogers.com.64819: Flags [P.], seq 90504:90700, ack 37, win 501, length 196
21:45:30.613788 IP 143.110.223.72.ssh > cpe9050ca275d83-cm9050ca275d80.cpe.net.cable.rogers.com.64819: Flags [P.], seq 90700:90896, ack 37, win 501, length 196
21:45:30.613952 IP 143.110.223.72.ssh > cpe9050ca275d83-cm9050ca275d80.cpe.net.cable.rogers.com.64819: Flags [P.], seq 90896:91092, ack 37, win 501, length 196
21:45:30.614085 IP 143.110.223.72.ssh > cpe9050ca275d83-cm9050ca275d80.cpe.net.cable.rogers.com.64819: Flags [P.], seq 91092:91288, ack 37, win 501, length 196
21:45:30.614217 IP 143.110.223.72.ssh > cpe9050ca275d83-cm9050ca275d80.cpe.net.cable.rogers.com.64819: Flags [P.], seq 91288:91484, ack 37, win 501, length 196
21:45:30.614339 IP 143.110.223.72.ssh > cpe9050ca275d83-cm9050ca275d80.cpe.net.cable.rogers.com.64819: Flags [P.], seq 91484:91680, ack 37, win 501, length 196
21:45:30.614471 IP 143.110.223.72.ssh > cpe9050ca275d83-cm9050ca275d80.cpe.net.cable.rogers.com.64819: Flags [P.], seq 91680:91876, ack 37, win 501, length 196
21:45:30.614597 IP 143.110.223.72.ssh > cpe9050ca275d83-cm9050ca275d80.cpe.net.cable.rogers.com.64819: Flags [P.], seq 91876:92072, ack 37, win 501, length 196
21:45:30.614717 IP 143.110.223.72.ssh > cpe9050ca275d83-cm9050ca275d80.cpe.net.cable.rogers.com.64819: Flags [P.], seq 92072:92268, ack 37, win 501, length 196
21:45:30.614846 IP 143.110.223.72.ssh > cpe9050ca275d83-cm9050ca275d80.cpe.net.cable.rogers.com.64819: Flags [P.], seq 92268:92464, ack 37, win 501, length 196
21:45:30.614970 IP 143.110.223.72.ssh > cpe9050ca275d83-cm9050ca275d80.cpe.net.cable.rogers.com.64819: Flags [P.], seq 92464:92660, ack 37, win 501, length 196
21:45:30.615100 IP 143.110.223.72.ssh > cpe9050ca275d83-cm9050ca275d80.cpe.net.cable.rogers.com.64819: Flags [P.], seq 92660:92856, ack 37, win 501, length 196
21:45:30.615247 IP 143.110.223.72.ssh > cpe9050ca275d83-cm9050ca275d80.cpe.net.cable.rogers.com.64819: Flags [P.], seq 92856:93052, ack 37, win 501, length 196
21:45:30.615374 IP 143.110.223.72.ssh > cpe9050ca275d83-cm9050ca275d80.cpe.net.cable.rogers.com.64819: Flags [P.], seq 93052:93248, ack 37, win 501, length 196
21:45:30.615504 IP 143.110.223.72.ssh > cpe9050ca275d83-cm9050ca275d80.cpe.net.cable.rogers.com.64819: Flags [P.], seq 93248:93444, ack 37, win 501, length 196
21:45:30.615628 IP 143.110.223.72.ssh > cpe9050ca275d83-cm9050ca275d80.cpe.net.cable.rogers.com.64819: Flags [P.], seq 93444:93640, ack 37, win 501, length 196
21:45:30.615758 IP 143.110.223.72.ssh > cpe9050ca275d83-cm9050ca275d80.cpe.net.cable.rogers.com.64819: Flags [P.], seq 93640:93836, ack 37, win 501, length 196
21:45:30.615879 IP 143.110.223.72.ssh > cpe9050ca275d83-cm9050ca275d80.cpe.net.cable.rogers.com.64819: Flags [P.], seq 93836:94032, ack 37, win 501, length 196
21:45:30.616009 IP 143.110.223.72.ssh > cpe9050ca275d83-cm9050ca275d80.cpe.net.cable.rogers.com.64819: Flags [P.], seq 94032:94228, ack 37, win 501, length 196
21:45:30.616131 IP 143.110.223.72.ssh > cpe9050ca275d83-cm9050ca275d80.cpe.net.cable.rogers.com.64819: Flags [P.], seq 94228:94424, ack 37, win 501, length 196
21:45:30.616296 IP 143.110.223.72.ssh > cpe9050ca275d83-cm9050ca275d80.cpe.net.cable.rogers.com.64819: Flags [P.], seq 94424:94620, ack 37, win 501, length 196
21:45:30.616469 IP 143.110.223.72.ssh > cpe9050ca275d83-cm9050ca275d80.cpe.net.cable.rogers.com.64819: Flags [P.], seq 94620:94816, ack 37, win 501, length 196
21:45:30.616611 IP 143.110.223.72.ssh > cpe9050ca275d83-cm9050ca275d80.cpe.net.cable.rogers.com.64819: Flags [P.], seq 94816:95012, ack 37, win 501, length 196
21:45:30.616746 IP 143.110.223.72.ssh > cpe9050ca275d83-cm9050ca275d80.cpe.net.cable.rogers.com.64819: Flags [P.], seq 95012:95208, ack 37, win 501, length 196
21:45:30.616878 IP 143.110.223.72.ssh > cpe9050ca275d83-cm9050ca275d80.cpe.net.cable.rogers.com.64819: Flags [P.], seq 95208:95404, ack 37, win 501, length 196
21:45:30.617008 IP 143.110.223.72.ssh > cpe9050ca275d83-cm9050ca275d80.cpe.net.cable.rogers.com.64819: Flags [P.], seq 95404:95600, ack 37, win 501, length 196
21:45:30.617131 IP 143.110.223.72.ssh > cpe9050ca275d83-cm9050ca275d80.cpe.net.cable.rogers.com.64819: Flags [P.], seq 95600:95796, ack 37, win 501, length 196
21:45:30.617268 IP 143.110.223.72.ssh > cpe9050ca275d83-cm9050ca275d80.cpe.net.cable.rogers.com.64819: Flags [P.], seq 95796:95992, ack 37, win 501, length 196
21:45:30.617394 IP 143.110.223.72.ssh > cpe9050ca275d83-cm9050ca275d80.cpe.net.cable.rogers.com.64819: Flags [P.], seq 95992:96188, ack 37, win 501, length 196
21:45:30.617519 IP 143.110.223.72.ssh > cpe9050ca275d83-cm9050ca275d80.cpe.net.cable.rogers.com.64819: Flags [P.], seq 96188:96384, ack 37, win 501, length 196
21:45:30.617648 IP 143.110.223.72.ssh > cpe9050ca275d83-cm9050ca275d80.cpe.net.cable.rogers.com.64819: Flags [P.], seq 96384:96580, ack 37, win 501, length 196
21:45:30.617778 IP 143.110.223.72.ssh > cpe9050ca275d83-cm9050ca275d80.cpe.net.cable.rogers.com.64819: Flags [P.], seq 96580:96776, ack 37, win 501, length 196
21:45:30.617860 IP cpe9050ca275d83-cm9050ca275d80.cpe.net.cable.rogers.com.64819 > 143.110.223.72.ssh: Flags [.], ack 73904, win 3091, length 0
21:45:30.617912 IP cpe9050ca275d83-cm9050ca275d80.cpe.net.cable.rogers.com.64819 > 143.110.223.72.ssh: Flags [.], ack 75080, win 3086, length 0
21:45:30.618256 IP 143.110.223.72.ssh > cpe9050ca275d83-cm9050ca275d80.cpe.net.cable.rogers.com.64819: Flags [P.], seq 96776:97268, ack 37, win 501, length 492
21:45:30.618411 IP 143.110.223.72.ssh > cpe9050ca275d83-cm9050ca275d80.cpe.net.cable.rogers.com.64819: Flags [P.], seq 97268:97464, ack 37, win 501, length 196
21:45:30.618536 IP 143.110.223.72.ssh > cpe9050ca275d83-cm9050ca275d80.cpe.net.cable.rogers.com.64819: Flags [P.], seq 97464:97660, ack 37, win 501, length 196
21:45:30.618664 IP 143.110.223.72.ssh > cpe9050ca275d83-cm9050ca275d80.cpe.net.cable.rogers.com.64819: Flags [P.], seq 97660:97856, ack 37, win 501, length 196
21:45:30.618792 IP 143.110.223.72.ssh > cpe9050ca275d83-cm9050ca275d80.cpe.net.cable.rogers.com.64819: Flags [P.], seq 97856:98052, ack 37, win 501, length 196
21:45:30.618839 IP cpe9050ca275d83-cm9050ca275d80.cpe.net.cable.rogers.com.64819 > 143.110.223.72.ssh: Flags [.], ack 78944, win 3091, length 0
21:45:30.618853 IP cpe9050ca275d83-cm9050ca275d80.cpe.net.cable.rogers.com.64819 > 143.110.223.72.ssh: Flags [.], ack 79728, win 3088, length 0
21:45:30.619017 IP 143.110.223.72.ssh > cpe9050ca275d83-cm9050ca275d80.cpe.net.cable.rogers.com.64819: Flags [P.], seq 98052:98544, ack 37, win 501, length 492
21:45:30.619158 IP 143.110.223.72.ssh > cpe9050ca275d83-cm9050ca275d80.cpe.net.cable.rogers.com.64819: Flags [P.], seq 98544:98740, ack 37, win 501, length 196
21:45:30.619313 IP 143.110.223.72.ssh > cpe9050ca275d83-cm9050ca275d80.cpe.net.cable.rogers.com.64819: Flags [P.], seq 98740:98936, ack 37, win 501, length 196
21:45:30.619440 IP 143.110.223.72.ssh > cpe9050ca275d83-cm9050ca275d80.cpe.net.cable.rogers.com.64819: Flags [P.], seq 98936:99132, ack 37, win 501, length 196
21:45:30.619564 IP 143.110.223.72.ssh > cpe9050ca275d83-cm9050ca275d80.cpe.net.cable.rogers.com.64819: Flags [P.], seq 99132:99328, ack 37, win 501, length 196
21:45:30.619698 IP 143.110.223.72.ssh > cpe9050ca275d83-cm9050ca275d80.cpe.net.cable.rogers.com.64819: Flags [P.], seq 99328:99524, ack 37, win 501, length 196
21:45:30.619839 IP cpe9050ca275d83-cm9050ca275d80.cpe.net.cable.rogers.com.64819 > 143.110.223.72.ssh: Flags [.], ack 81100, win 3091, length 0
21:45:30.619879 IP 143.110.223.72.ssh > cpe9050ca275d83-cm9050ca275d80.cpe.net.cable.rogers.com.64819: Flags [P.], seq 99524:99720, ack 37, win 501, length 196
21:45:30.620035 IP 143.110.223.72.ssh > cpe9050ca275d83-cm9050ca275d80.cpe.net.cable.rogers.com.64819: Flags [P.], seq 99720:100060, ack 37, win 501, length 340
21:45:30.620170 IP 143.110.223.72.ssh > cpe9050ca275d83-cm9050ca275d80.cpe.net.cable.rogers.com.64819: Flags [P.], seq 100060:100256, ack 37, win 501, length 196
21:45:30.620296 IP 143.110.223.72.ssh > cpe9050ca275d83-cm9050ca275d80.cpe.net.cable.rogers.com.64819: Flags [P.], seq 100256:100460, ack 37, win 501, length 204
21:45:30.620441 IP 143.110.223.72.ssh > cpe9050ca275d83-cm9050ca275d80.cpe.net.cable.rogers.com.64819: Flags [P.], seq 100460:100664, ack 37, win 501, length 204
21:45:30.620578 IP 143.110.223.72.ssh > cpe9050ca275d83-cm9050ca275d80.cpe.net.cable.rogers.com.64819: Flags [P.], seq 100664:100868, ack 37, win 501, length 204
21:45:30.620710 IP 143.110.223.72.ssh > cpe9050ca275d83-cm9050ca275d80.cpe.net.cable.rogers.com.64819: Flags [P.], seq 100868:101072, ack 37, win 501, length 204
21:45:30.620834 IP 143.110.223.72.ssh > cpe9050ca275d83-cm9050ca275d80.cpe.net.cable.rogers.com.64819: Flags [P.], seq 101072:101276, ack 37, win 501, length 204
21:45:30.620956 IP 143.110.223.72.ssh > cpe9050ca275d83-cm9050ca275d80.cpe.net.cable.rogers.com.64819: Flags [P.], seq 101276:101480, ack 37, win 501, length 204
21:45:30.621088 IP 143.110.223.72.ssh > cpe9050ca275d83-cm9050ca275d80.cpe.net.cable.rogers.com.64819: Flags [P.], seq 101480:101684, ack 37, win 501, length 204
21:45:30.621217 IP 143.110.223.72.ssh > cpe9050ca275d83-cm9050ca275d80.cpe.net.cable.rogers.com.64819: Flags [P.], seq 101684:101888, ack 37, win 501, length 204
21:45:30.621339 IP 143.110.223.72.ssh > cpe9050ca275d83-cm9050ca275d80.cpe.net.cable.rogers.com.64819: Flags [P.], seq 101888:102092, ack 37, win 501, length 204
21:45:30.621470 IP 143.110.223.72.ssh > cpe9050ca275d83-cm9050ca275d80.cpe.net.cable.rogers.com.64819: Flags [P.], seq 102092:102296, ack 37, win 501, length 204
21:45:30.621593 IP 143.110.223.72.ssh > cpe9050ca275d83-cm9050ca275d80.cpe.net.cable.rogers.com.64819: Flags [P.], seq 102296:102500, ack 37, win 501, length 204
21:45:30.621719 IP 143.110.223.72.ssh > cpe9050ca275d83-cm9050ca275d80.cpe.net.cable.rogers.com.64819: Flags [P.], seq 102500:102704, ack 37, win 501, length 204
21:45:30.621927 IP 143.110.223.72.ssh > cpe9050ca275d83-cm9050ca275d80.cpe.net.cable.rogers.com.64819: Flags [P.], seq 102704:102908, ack 37, win 501, length 204
21:45:30.622143 IP 143.110.223.72.ssh > cpe9050ca275d83-cm9050ca275d80.cpe.net.cable.rogers.com.64819: Flags [P.], seq 102908:103112, ack 37, win 501, length 204
21:45:30.622230 IP cpe9050ca275d83-cm9050ca275d80.cpe.net.cable.rogers.com.64819 > 143.110.223.72.ssh: Flags [.], ack 83060, win 3091, length 0
21:45:30.622266 IP cpe9050ca275d83-cm9050ca275d80.cpe.net.cable.rogers.com.64819 > 143.110.223.72.ssh: Flags [.], ack 84432, win 3085, length 0
21:45:30.622483 IP cpe9050ca275d83-cm9050ca275d80.cpe.net.cable.rogers.com.64819 > 143.110.223.72.ssh: Flags [.], ack 86196, win 3091, length 0
21:45:30.622525 IP cpe9050ca275d83-cm9050ca275d80.cpe.net.cable.rogers.com.64819 > 143.110.223.72.ssh: Flags [.], ack 88452, win 3091, length 0
21:45:30.622795 IP 143.110.223.72.ssh > cpe9050ca275d83-cm9050ca275d80.cpe.net.cable.rogers.com.64819: Flags [P.], seq 103112:103604, ack 37, win 501, length 492
21:45:30.622939 IP 143.110.223.72.ssh > cpe9050ca275d83-cm9050ca275d80.cpe.net.cable.rogers.com.64819: Flags [P.], seq 103604:104096, ack 37, win 501, length 492
21:45:30.623066 IP 143.110.223.72.ssh > cpe9050ca275d83-cm9050ca275d80.cpe.net.cable.rogers.com.64819: Flags [P.], seq 104096:104300, ack 37, win 501, length 204
21:45:30.623216 IP 143.110.223.72.ssh > cpe9050ca275d83-cm9050ca275d80.cpe.net.cable.rogers.com.64819: Flags [P.], seq 104300:104504, ack 37, win 501, length 204
21:45:30.623345 IP 143.110.223.72.ssh > cpe9050ca275d83-cm9050ca275d80.cpe.net.cable.rogers.com.64819: Flags [P.], seq 104504:104708, ack 37, win 501, length 204
21:45:30.623469 IP 143.110.223.72.ssh > cpe9050ca275d83-cm9050ca275d80.cpe.net.cable.rogers.com.64819: Flags [P.], seq 104708:104912, ack 37, win 501, length 204
21:45:30.623591 IP 143.110.223.72.ssh > cpe9050ca275d83-cm9050ca275d80.cpe.net.cable.rogers.com.64819: Flags [P.], seq 104912:105116, ack 37, win 501, length 204
21:45:30.623693 IP cpe9050ca275d83-cm9050ca275d80.cpe.net.cable.rogers.com.64819 > 143.110.223.72.ssh: Flags [.], ack 89560, win 3086, length 0
21:45:30.623806 IP 143.110.223.72.ssh > cpe9050ca275d83-cm9050ca275d80.cpe.net.cable.rogers.com.64819: Flags [P.], seq 105116:105464, ack 37, win 501, length 348
21:45:30.623932 IP 143.110.223.72.ssh > cpe9050ca275d83-cm9050ca275d80.cpe.net.cable.rogers.com.64819: Flags [P.], seq 105464:105668, ack 37, win 501, length 204
21:45:30.624054 IP 143.110.223.72.ssh > cpe9050ca275d83-cm9050ca275d80.cpe.net.cable.rogers.com.64819: Flags [P.], seq 105668:105872, ack 37, win 501, length 204
21:45:30.624155 IP cpe9050ca275d83-cm9050ca275d80.cpe.net.cable.rogers.com.64819 > 143.110.223.72.ssh: Flags [.], ack 91680, win 3091, length 0
21:45:30.624185 IP cpe9050ca275d83-cm9050ca275d80.cpe.net.cable.rogers.com.64819 > 143.110.223.72.ssh: Flags [.], ack 92660, win 3087, length 0
21:45:30.624238 IP 143.110.223.72.ssh > cpe9050ca275d83-cm9050ca275d80.cpe.net.cable.rogers.com.64819: Flags [P.], seq 105872:106076, ack 37, win 501, length 204
21:45:30.624398 IP 143.110.223.72.ssh > cpe9050ca275d83-cm9050ca275d80.cpe.net.cable.rogers.com.64819: Flags [P.], seq 106076:106568, ack 37, win 501, length 492
21:45:30.624525 IP 143.110.223.72.ssh > cpe9050ca275d83-cm9050ca275d80.cpe.net.cable.rogers.com.64819: Flags [P.], seq 106568:106772, ack 37, win 501, length 204
21:45:30.624647 IP 143.110.223.72.ssh > cpe9050ca275d83-cm9050ca275d80.cpe.net.cable.rogers.com.64819: Flags [P.], seq 106772:106976, ack 37, win 501, length 204
21:45:30.624768 IP 143.110.223.72.ssh > cpe9050ca275d83-cm9050ca275d80.cpe.net.cable.rogers.com.64819: Flags [P.], seq 106976:107180, ack 37, win 501, length 204
21:45:30.624896 IP 143.110.223.72.ssh > cpe9050ca275d83-cm9050ca275d80.cpe.net.cable.rogers.com.64819: Flags [P.], seq 107180:107384, ack 37, win 501, length 204
21:45:30.625023 IP 143.110.223.72.ssh > cpe9050ca275d83-cm9050ca275d80.cpe.net.cable.rogers.com.64819: Flags [P.], seq 107384:107588, ack 37, win 501, length 204
21:45:30.625150 IP 143.110.223.72.ssh > cpe9050ca275d83-cm9050ca275d80.cpe.net.cable.rogers.com.64819: Flags [P.], seq 107588:107792, ack 37, win 501, length 204
21:45:30.625246 IP cpe9050ca275d83-cm9050ca275d80.cpe.net.cable.rogers.com.64819 > 143.110.223.72.ssh: Flags [.], ack 94620, win 3091, length 0
21:45:30.625273 IP cpe9050ca275d83-cm9050ca275d80.cpe.net.cable.rogers.com.64819 > 143.110.223.72.ssh: Flags [.], ack 95404, win 3088, length 0
21:45:30.625380 IP 143.110.223.72.ssh > cpe9050ca275d83-cm9050ca275d80.cpe.net.cable.rogers.com.64819: Flags [P.], seq 107792:108284, ack 37, win 501, length 492
21:45:30.625520 IP 143.110.223.72.ssh > cpe9050ca275d83-cm9050ca275d80.cpe.net.cable.rogers.com.64819: Flags [P.], seq 108284:108488, ack 37, win 501, length 204
21:45:30.625648 IP 143.110.223.72.ssh > cpe9050ca275d83-cm9050ca275d80.cpe.net.cable.rogers.com.64819: Flags [P.], seq 108488:108692, ack 37, win 501, length 204
21:45:30.625771 IP 143.110.223.72.ssh > cpe9050ca275d83-cm9050ca275d80.cpe.net.cable.rogers.com.64819: Flags [P.], seq 108692:108896, ack 37, win 501, length 204
21:45:30.625925 IP 143.110.223.72.ssh > cpe9050ca275d83-cm9050ca275d80.cpe.net.cable.rogers.com.64819: Flags [P.], seq 108896:109100, ack 37, win 501, length 204
21:45:30.626051 IP 143.110.223.72.ssh > cpe9050ca275d83-cm9050ca275d80.cpe.net.cable.rogers.com.64819: Flags [P.], seq 109100:109304, ack 37, win 501, length 204
21:45:30.626177 IP 143.110.223.72.ssh > cpe9050ca275d83-cm9050ca275d80.cpe.net.cable.rogers.com.64819: Flags [P.], seq 109304:109508, ack 37, win 501, length 204
21:45:30.626302 IP 143.110.223.72.ssh > cpe9050ca275d83-cm9050ca275d80.cpe.net.cable.rogers.com.64819: Flags [P.], seq 109508:109712, ack 37, win 501, length 204
21:45:30.626432 IP 143.110.223.72.ssh > cpe9050ca275d83-cm9050ca275d80.cpe.net.cable.rogers.com.64819: Flags [P.], seq 109712:109916, ack 37, win 501, length 204
21:45:30.626556 IP 143.110.223.72.ssh > cpe9050ca275d83-cm9050ca275d80.cpe.net.cable.rogers.com.64819: Flags [P.], seq 109916:110120, ack 37, win 501, length 204
21:45:30.626683 IP 143.110.223.72.ssh > cpe9050ca275d83-cm9050ca275d80.cpe.net.cable.rogers.com.64819: Flags [P.], seq 110120:110324, ack 37, win 501, length 204
21:45:30.626838 IP 143.110.223.72.ssh > cpe9050ca275d83-cm9050ca275d80.cpe.net.cable.rogers.com.64819: Flags [P.], seq 110324:110528, ack 37, win 501, length 204
21:45:30.626971 IP 143.110.223.72.ssh > cpe9050ca275d83-cm9050ca275d80.cpe.net.cable.rogers.com.64819: Flags [P.], seq 110528:110732, ack 37, win 501, length 204
21:45:30.627099 IP 143.110.223.72.ssh > cpe9050ca275d83-cm9050ca275d80.cpe.net.cable.rogers.com.64819: Flags [P.], seq 110732:110936, ack 37, win 501, length 204
21:45:30.627266 IP 143.110.223.72.ssh > cpe9050ca275d83-cm9050ca275d80.cpe.net.cable.rogers.com.64819: Flags [P.], seq 110936:111140, ack 37, win 501, length 204
21:45:30.627402 IP 143.110.223.72.ssh > cpe9050ca275d83-cm9050ca275d80.cpe.net.cable.rogers.com.64819: Flags [P.], seq 111140:111344, ack 37, win 501, length 204
21:45:30.627535 IP 143.110.223.72.ssh > cpe9050ca275d83-cm9050ca275d80.cpe.net.cable.rogers.com.64819: Flags [P.], seq 111344:111548, ack 37, win 501, length 204
21:45:30.627631 IP cpe9050ca275d83-cm9050ca275d80.cpe.net.cable.rogers.com.64819 > 143.110.223.72.ssh: Flags [.], ack 97660, win 3091, length 0
21:45:30.627659 IP cpe9050ca275d83-cm9050ca275d80.cpe.net.cable.rogers.com.64819 > 143.110.223.72.ssh: Flags [.], ack 98544, win 3087, length 0
21:45:30.627769 IP 143.110.223.72.ssh > cpe9050ca275d83-cm9050ca275d80.cpe.net.cable.rogers.com.64819: Flags [P.], seq 111548:112040, ack 37, win 501, length 492
21:45:30.627902 IP 143.110.223.72.ssh > cpe9050ca275d83-cm9050ca275d80.cpe.net.cable.rogers.com.64819: Flags [P.], seq 112040:112244, ack 37, win 501, length 204
21:45:30.628043 IP 143.110.223.72.ssh > cpe9050ca275d83-cm9050ca275d80.cpe.net.cable.rogers.com.64819: Flags [P.], seq 112244:112448, ack 37, win 501, length 204
21:45:30.628168 IP 143.110.223.72.ssh > cpe9050ca275d83-cm9050ca275d80.cpe.net.cable.rogers.com.64819: Flags [P.], seq 112448:112652, ack 37, win 501, length 204
21:45:30.628346 IP 143.110.223.72.ssh > cpe9050ca275d83-cm9050ca275d80.cpe.net.cable.rogers.com.64819: Flags [P.], seq 112652:112856, ack 37, win 501, length 204
21:45:30.628483 IP 143.110.223.72.ssh > cpe9050ca275d83-cm9050ca275d80.cpe.net.cable.rogers.com.64819: Flags [P.], seq 112856:113060, ack 37, win 501, length 204
21:45:30.628614 IP 143.110.223.72.ssh > cpe9050ca275d83-cm9050ca275d80.cpe.net.cable.rogers.com.64819: Flags [P.], seq 113060:113264, ack 37, win 501, length 204
21:45:30.628739 IP 143.110.223.72.ssh > cpe9050ca275d83-cm9050ca275d80.cpe.net.cable.rogers.com.64819: Flags [P.], seq 113264:113468, ack 37, win 501, length 204
21:45:30.628887 IP 143.110.223.72.ssh > cpe9050ca275d83-cm9050ca275d80.cpe.net.cable.rogers.com.64819: Flags [P.], seq 113468:113672, ack 37, win 501, length 204
21:45:30.629030 IP cpe9050ca275d83-cm9050ca275d80.cpe.net.cable.rogers.com.64819 > 143.110.223.72.ssh: Flags [.], ack 100664, win 3091, length 0
21:45:30.629060 IP 143.110.223.72.ssh > cpe9050ca275d83-cm9050ca275d80.cpe.net.cable.rogers.com.64819: Flags [P.], seq 113672:113876, ack 37, win 501, length 204
21:45:30.629213 IP 143.110.223.72.ssh > cpe9050ca275d83-cm9050ca275d80.cpe.net.cable.rogers.com.64819: Flags [P.], seq 113876:114224, ack 37, win 501, length 348
21:45:30.629352 IP 143.110.223.72.ssh > cpe9050ca275d83-cm9050ca275d80.cpe.net.cable.rogers.com.64819: Flags [P.], seq 114224:114428, ack 37, win 501, length 204
21:45:30.629463 IP cpe9050ca275d83-cm9050ca275d80.cpe.net.cable.rogers.com.64819 > 143.110.223.72.ssh: Flags [.], ack 101888, win 3086, length 0
21:45:30.629589 IP cpe9050ca275d83-cm9050ca275d80.cpe.net.cable.rogers.com.64819 > 143.110.223.72.ssh: Flags [.], ack 102296, win 3091, length 0
21:45:30.629612 IP 143.110.223.72.ssh > cpe9050ca275d83-cm9050ca275d80.cpe.net.cable.rogers.com.64819: Flags [P.], seq 114428:114776, ack 37, win 501, length 348
21:45:30.629775 IP 143.110.223.72.ssh > cpe9050ca275d83-cm9050ca275d80.cpe.net.cable.rogers.com.64819: Flags [P.], seq 114776:115124, ack 37, win 501, length 348
21:45:30.629943 IP 143.110.223.72.ssh > cpe9050ca275d83-cm9050ca275d80.cpe.net.cable.rogers.com.64819: Flags [P.], seq 115124:115328, ack 37, win 501, length 204
21:45:30.630073 IP 143.110.223.72.ssh > cpe9050ca275d83-cm9050ca275d80.cpe.net.cable.rogers.com.64819: Flags [P.], seq 115328:115532, ack 37, win 501, length 204
21:45:30.630227 IP 143.110.223.72.ssh > cpe9050ca275d83-cm9050ca275d80.cpe.net.cable.rogers.com.64819: Flags [P.], seq 115532:115736, ack 37, win 501, length 204
21:45:30.630354 IP 143.110.223.72.ssh > cpe9050ca275d83-cm9050ca275d80.cpe.net.cable.rogers.com.64819: Flags [P.], seq 115736:115940, ack 37, win 501, length 204
21:45:30.630491 IP 143.110.223.72.ssh > cpe9050ca275d83-cm9050ca275d80.cpe.net.cable.rogers.com.64819: Flags [P.], seq 115940:116144, ack 37, win 501, length 204
21:45:30.630620 IP 143.110.223.72.ssh > cpe9050ca275d83-cm9050ca275d80.cpe.net.cable.rogers.com.64819: Flags [P.], seq 116144:116348, ack 37, win 501, length 204
